IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
414,MT5_Backtest,414,2025.11.19 09:01:00,2025-11-19,09:01:00,Wednesday,November,2025-11-19,01:01:00,Wednesday,November,15-005,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.72,-0.42,1.3,415,415,2025-11-19,01:05:07,Wednesday,November,15-005,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,24,0,0,Loss,Short,4,-24.418604651162788,-1.08,24538.5,24487.5,81,80,-68.99,-1489.78,-2324.82,0,-373.91,17.91,-1369.19,-150.05,-51.78,0,114.43,BEAR,NORMAL,0,SL,0,0,-118.71,-2244.84,-2162.97,0,-340.1,15.65,-134.98,1525.78,-28.42,0,630.34,UNKNOWN,UNKNOWN,0,-0.42,-32.31,-41.9,5,4,30,-1.08,24487.5,24538.5,0.12,-0.39,11.8,-39.2,1,5,0,0,0.5,24524.8,16.4,-0.07,28,24577.5,-36.3,0.15,8,Late,0,2.26,755.06,-1234.21,80,1,1,2025.11.19 09:01,0,81,80,-1489.78,-2324.82,-68.99,0,-373.91,17.91,-1369.19,-150.05,-51.78,0,114.43,BEAR,NORMAL,,PASS,1,2025.11.19 09:01,4.116666666666666,81,80,-1489.78,-2324.82,-68.99,0,-373.91,17.91,-1369.19,-150.05,-51.78,0,114.43,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.564Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
416,MT5_Backtest,416,2025.11.19 10:36:00,2025-11-19,10:36:00,Wednesday,November,2025-11-19,02:36:00,Wednesday,November,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.3,0.16,1.46,417,417,2025-11-19,02:38:51,Wednesday,November,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,24,0,0,Win,Short,2,12.307692307692307,0.37,24590.1,24568.9,83.67,60,-41.05,-225.87,-4440.58,0,-642.14,16.72,-3778.94,-3947.46,-50.17,0,-999.68,BEAR,NORMAL,0,TP,0,0,-188.01,-1769.96,-2052.01,0,-319.63,15.38,-846.97,812.69,-139.09,0,329.88,UNKNOWN,UNKNOWN,0,0.16,10.96,16.3,3,2,30,0.37,24568.9,24590.1,0.15,-0.06,14.8,-6.4,3,1,0,15368812.5,0.5,24519.9,47.5,-0.19,29,24588.7,-21.3,0.09,46,Early,31.2,1.34,1544.09,-2931.98,60,1,1,2025.11.19 10:36,0,83.67,60,-225.87,-4440.58,-41.05,0,-642.14,16.72,-3778.94,-3947.46,-50.17,0,-999.68,BEAR,NORMAL,,PASS,1,2025.11.19 10:36,2.85,83.67,60,-225.87,-4440.58,-41.05,0,-642.14,16.72,-3778.94,-3947.46,-50.17,0,-999.68,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.564Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
418,MT5_Backtest,418,2025.11.19 10:45:00,2025-11-19,10:45:00,Wednesday,November,2025-11-19,02:45:00,Wednesday,November,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.46,-0.15,1.31,419,419,2025-11-19,02:52:00,Wednesday,November,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,sell,out,24,0,0,Loss,Long,7,-10.273972602739725,-0.38,24543.7,24570.4,83.67,80,28.72,768.21,4207.42,0,658.61,91.91,3541.52,498.33,48.07,0,-368.06,BULL,NORMAL,0,MANUAL,0,0,47.83,268.77,2188.87,0,483.58,92.92,1649.29,1645.95,34.93,0,220.38,UNKNOWN,UNKNOWN,0,-0.15,-11.45,-14.7,8,7,30,-0.38,24570.4,24543.7,0.03,-0.23,3.3,-23.4,5,2,0,0,0.5,24598.4,46,0.19,40,24519.9,-32.5,-0.13,15,Late,0,-1.01,499.44,1892.23,80,1,1,2025.11.19 10:45,0,83.67,80,768.21,4207.42,28.72,0,658.61,91.91,3541.52,498.33,48.07,0,-368.06,BULL,NORMAL,,PASS,1,2025.11.19 10:50,2,83.67,100,2007.73,2703.53,111.15,0,433.36,99.18,1902.87,1932.25,174.15,0,494.39,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.565Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
420,MT5_Backtest,420,2025.11.19 10:52:00,2025-11-19,10:52:00,Wednesday,November,2025-11-19,02:52:00,Wednesday,November,15-012,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.31,0.15,1.46,421,421,2025-11-19,03:04:06,Wednesday,November,15-013,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,buy,out,24,0,0,Win,Short,12,11.450381679389313,0.34,24564.4,24537.6,81,80,-143.94,-2141.35,-2910.55,0,-939.36,16.05,-567.95,-978.43,-143.78,0,-191.21,BEAR,NORMAL,0,TP,0,0,50.46,4843.81,-569.29,0,-38.9,51.66,-652.33,869.65,-26.1,0,443.87,UNKNOWN,UNKNOWN,0,0.15,10.27,15,13,12,30,0.34,24537.6,24564.4,0.15,-0.12,14.8,-12,13,5,0,16376266.67,0.5,24519.9,17.5,-0.07,3,24616.9,-79.5,0.32,49,Early,2.5,-35.61,-6985.16,84.38,80,1,1,2025.11.19 10:52,0,81,80,-2141.35,-2910.55,-143.94,0,-939.36,16.05,-567.95,-978.43,-143.78,0,-191.21,BEAR,NORMAL,,PASS,1,2025.11.19 11:04,0.1,81,80,-2314.83,-504.14,-170.48,0,-204.16,16.05,866.58,180.82,35.3,0,-107.32,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.565Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
422,MT5_Backtest,422,2025.11.19 11:21:00,2025-11-19,11:21:00,Wednesday,November,2025-11-19,03:21:00,Wednesday,November,15-014,30-007,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.46,0.18,1.64,423,423,2025-11-19,03:45:46,Wednesday,November,15-016,30-008,1h-004,2h-002,3h-002,4h-001,After Hours,sell,out,24,0,0,Win,Long,24,12.32876712328767,0.37,24567.9,24601.2,81,100,202.24,3511.16,422.7,0,462.74,99.05,-1021.12,-2301.88,-49.6,0,-860.9,BULL,NORMAL,0,TP,0,0,-155.33,-6562.78,-3638.27,0,-210.21,16.05,-2928.62,-1888.77,-96.49,0,-371.81,UNKNOWN,UNKNOWN,0,0.18,10.98,18.2,25,24,30,0.37,24601.2,24567.9,0.14,-0.2,13.6,-19.7,25,17,0,13648833.33,0.5,24658.7,52.9,0.21,45,24593.9,-11.9,-0.05,2,Early,34.7,83,10073.94,1907.5,100,1,1,2025.11.19 11:21,0,81,100,3511.16,422.7,202.24,0,462.74,99.05,-1021.12,-2301.88,-49.6,0,-860.9,BULL,NORMAL,,PASS,1,2025.11.19 11:41,4.766666666666667,81,80,268.77,2188.87,47.83,0,483.58,92.92,1454.37,-299.88,23.34,0,-398.54,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.565Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
424,MT5_Backtest,424,2025.11.19 11:54:00,2025-11-19,11:54:00,Wednesday,November,2025-11-19,03:54:00,Wednesday,November,15-016,30-008,1h-004,2h-002,3h-002,4h-001,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.64,0.16,1.8,425,425,2025-11-19,04:20:03,Wednesday,November,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,sell,out,24,0,0,Win,Long,26,9.75609756097561,0.3,24613.9,24636.9,89,100,148.4,5989.5,68.03,0,15.97,83.91,731.42,1632.37,69.52,0,474.84,BULL,NORMAL,0,TP,0,0,-78.21,-120.71,692.77,0,340.87,59.27,-1009.7,-722.61,-127.84,0,-142.99,UNKNOWN,UNKNOWN,0,0.16,8.89,16,27,26,30,0.3,24636.9,24613.9,0.14,-0.09,14,-9,27,14,0,15383687.5,0.5,24664.9,26,0.11,44,24628.2,-10.7,-0.04,29,Early,10,24.65,6110.21,1741.12,100,1,1,2025.11.19 11:54,0,89,100,5989.5,68.03,148.4,0,15.97,83.91,731.42,1632.37,69.52,0,474.84,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.565Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
426,MT5_Backtest,426,2025.11.19 12:29:00,2025-11-19,12:29:00,Wednesday,November,2025-11-19,04:29:00,Wednesday,November,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.8,-0.12,1.68,427,427,2025-11-19,05:02:00,Wednesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,sell,out,24,0,0,Loss,Long,33,-6.666666666666667,-0.24,24628.2,24661.4,81,100,141.18,4885.1,537.72,0,275.67,99.05,-1439.12,-2772.26,-40.66,0,-823,AVOID,NORMAL,0,MANUAL,0,0,209.75,4721.18,1868.96,0,402.81,94.98,-966.34,-1463.57,-37.87,0,-403.53,UNKNOWN,UNKNOWN,0,-0.12,-7.14,-11.5,34,33,30,-0.24,24661.4,24628.2,0.02,-0.31,2,-31.2,28,20,0,0,0.5,24682.8,34.9,0.14,10,24639.2,-8.7,-0.04,30,Late,0,4.07,163.92,-472.77,100,1,1,2025.11.19 12:29,0,81,100,4885.1,537.72,141.18,0,275.67,99.05,-1439.12,-2772.26,-40.66,0,-823,AVOID,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.566Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
428,MT5_Backtest,428,2025.11.19 13:02:00,2025-11-19,13:02:00,Wednesday,November,2025-11-19,05:02:00,Wednesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.68,-0.11,1.57,429,429,2025-11-19,05:03:00,Wednesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,buy,out,24,0,0,Loss,Short,1,-6.547619047619048,-0.23,24662.9,24647.9,81,80,-99.29,-1191.56,-1776.37,0,-163.23,16.09,-1237.1,-845.49,-79.9,0,-226.49,BEAR,NORMAL,0,MANUAL,0,0,92.58,3054.75,-261.44,0,-133.03,48.41,1613.04,3968.29,65.33,0,1263.72,UNKNOWN,UNKNOWN,0,-0.11,-7.01,-11.2,2,1,30,-0.23,24647.9,24662.9,0,-0.15,0,-15,0,1,0,0,0.5,24639.2,19.9,-0.08,29,24682.8,-23.7,0.1,9,Late,0,-32.31,-4246.31,-2850.15,80,1,1,2025.11.19 13:02,0,81,80,-1191.56,-1776.37,-99.29,0,-163.23,16.09,-1237.1,-845.49,-79.9,0,-226.49,BEAR,NORMAL,,PASS,1,2025.11.19 13:02,1,81,80,-1191.56,-1776.37,-99.29,0,-163.23,16.09,-1237.1,-845.49,-79.9,0,-226.49,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.566Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
430,MT5_Backtest,430,2025.11.19 13:03:01,2025-11-19,13:03:01,Wednesday,November,2025-11-19,05:03:01,Wednesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.57,0.15,1.72,431,431,2025-11-19,05:11:05,Wednesday,November,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,sell,out,24,0,0,Win,Long,8,9.554140127388534,0.29,24648.2,24671.7,83.67,80,36.66,410.96,798.99,0,483.19,92.38,-71.46,1793.29,-68.32,0,592.16,BULL,NORMAL,0,TP,0,0,-88.52,-4279.09,1343.04,0,311.16,56.07,1271.53,2601.4,66.47,0,553.27,UNKNOWN,UNKNOWN,0,0.15,8.72,15,9,8,30,0.29,24671.7,24648.2,0.13,-0.11,12.6,-10.9,9,4,0,16432133.33,0.5,24682.8,8.7,0.04,1,24637.4,-36.7,-0.15,49,Early,-6.3,36.31,4690.06,-1342.99,80,1,1,2025.11.19 13:03,0.016666666666666666,83.67,80,410.96,798.99,36.66,0,483.19,92.38,-71.46,1793.29,-68.32,0,592.16,BULL,NORMAL,,PASS,1,2025.11.19 13:03,8.083333333333334,83.67,80,410.96,798.99,36.66,0,483.19,92.38,-71.46,1793.29,-68.32,0,592.16,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.566Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
432,MT5_Backtest,432,2025.11.19 14:38:00,2025-11-19,14:38:00,Wednesday,November,2025-11-19,06:38:00,Wednesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.72,-0.17,1.55,433,433,2025-11-19,06:39:00,Wednesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Loss,Short,1,-9.88372093023256,-0.37,24677.9,24658.7,83.67,60,-33.12,-593.89,-3413.01,0,-496.26,17.2,-2809.28,-638.39,-29.41,0,167.98,BEAR,NORMAL,0,MANUAL,0,0,252.41,5571.25,1022.38,0,-272.56,84.18,2688.84,930.49,107.69,0,-18.42,UNKNOWN,UNKNOWN,0,-0.17,-10.97,-16.9,2,1,30,-0.37,24658.7,24677.9,0,-0.19,0,-19.2,0,1,0,0,0.5,24593.1,82.5,-0.33,34,24675.6,0,0,0,Good,0,-66.99,-6165.15,-5498.11,60,1,1,2025.11.19 14:38,0,83.67,60,-593.89,-3413.01,-33.12,0,-496.26,17.2,-2809.28,-638.39,-29.41,0,167.98,BEAR,NORMAL,,PASS,1,2025.11.19 14:38,1,83.67,60,-593.89,-3413.01,-33.12,0,-496.26,17.2,-2809.28,-638.39,-29.41,0,167.98,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.567Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
434,MT5_Backtest,434,2025.11.19 14:39:00,2025-11-19,14:39:00,Wednesday,November,2025-11-19,06:39:00,Wednesday,November,15-027,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.55,-0.26,1.29,435,435,2025-11-19,06:59:00,Wednesday,November,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,sell,out,24,0,0,Loss,Long,20,-16.7741935483871,-0.67,24650.7,24676.9,81,100,199.14,2623.82,1309.81,0,697.72,99.05,147.88,4549.48,69.76,0,1602.23,BULL,NORMAL,0,MANUAL,0,0,198.11,4199.46,1303.22,0,-176.01,83.78,3936.88,4899.88,148.81,0,1286.13,UNKNOWN,UNKNOWN,0,-0.26,-20.16,-25.5,21,20,30,-0.67,24676.9,24650.7,0,-0.26,0,-26.2,0,20,0,0,0.5,24660.9,9.5,0.04,2,24593.1,-58.3,-0.24,14,Late,0,15.27,-1575.63,-3789,100,1,1,2025.11.19 14:39,0,81,100,2429.65,1011.08,199.14,0,612.37,99.05,147.88,4549.48,69.76,0,1602.23,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.567Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
436,MT5_Backtest,436,2025.11.19 14:59:00,2025-11-19,14:59:00,Wednesday,November,2025-11-19,06:59:00,Wednesday,November,15-028,30-014,1h-007,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.29,0.15,1.44,437,437,2025-11-19,07:04:16,Wednesday,November,15-029,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Win,Short,5,11.627906976744185,0.35,24664.9,24636.6,83.67,80,-171.64,-3741.9,-378.2,0,28.03,25.79,11.22,-505.46,6.63,0,-281.15,BEAR,NORMAL,0,TP,0,0,-195.27,-2025.23,-589.06,0,35.5,25.55,-605.53,3930.77,-89.07,0,1558.45,UNKNOWN,UNKNOWN,0,0.15,10.42,15.3,6,5,30,0.35,24636.6,24664.9,0.15,-0.14,14.8,-13.5,6,2,0,16443266.67,0.5,24593.1,43,-0.17,9,24659.7,-23.6,0.1,28,Early,27.7,0.24,-1716.68,616.75,80,1,1,2025.11.19 14:59,0,83.67,80,-3741.9,-378.2,-171.64,0,28.03,25.79,11.22,-505.46,6.63,0,-281.15,BEAR,NORMAL,,PASS,1,2025.11.19 15:04,0.26666666666666666,86.33,80,-6021.92,-1104.98,-175.13,0,-222.72,16.32,854.75,2689.12,57.86,0,813.17,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.567Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
438,MT5_Backtest,438,2025.11.19 15:11:00,2025-11-19,15:11:00,Wednesday,November,2025-11-19,07:11:00,Wednesday,November,15-029,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,sell,in,0.01,24,1.44,-0.11,1.33,439,439,2025-11-19,07:25:00,Wednesday,November,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,buy,out,24,0,0,Loss,Short,14,-7.638888888888889,-0.28,24635.9,24597.1,81,80,-150.33,-5908.75,-146.12,0,-405.93,19.82,469.42,-4956.46,33.72,0,-1894.19,BEAR,NORMAL,0,MANUAL,0,0,-82.66,-5431.65,2631.18,0,552.36,56.69,317.97,-1594.88,55.37,0,-827.35,UNKNOWN,UNKNOWN,0,-0.11,-8.27,-11.4,15,14,30,-0.28,24597.1,24635.9,0.13,-0.26,13.1,-25.7,2,8,0,0,0.5,24573.9,47.7,-0.19,48,24659.7,-38.1,0.15,7,Late,0,-36.87,-477.1,151.45,80,1,1,2025.11.19 15:11,0,81,80,-5908.75,-146.12,-150.33,0,-405.93,19.82,469.42,-4956.46,33.72,0,-1894.19,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-22T23:52:51.568Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
440,MT5_Backtest,440,2025.11.19 15:25:00,2025-11-19,15:25:00,Wednesday,November,2025-11-19,07:25:00,Wednesday,November,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,TP_Integrated_EA,4.2.0.0_SLOPE,,MT5,NAS100,M1,buy,in,0.01,24,1.33,0.15,1.48,441,441,2025-11-19,07:29:16,Wednesday,November,15-030,30-015,1h-008,2h-004,3h-003,4h-002,After Hours,sell,out,24,0,0,Win,Long,4,11.278195488721805,0.34,24616.4,24634.9,81,60,-99.2,-198.84,2167.02,0,698.05,75.33,1011.7,1652.69,47.71,0,367.86,AVOID,NORMAL,0,TP,0,0,-43.23,-748.37,1711.85,0,25.78,50.09,2470.59,2159.75,10.91,0,567.64,UNKNOWN,UNKNOWN,0,0.15,10.14,15.1,5,4,30,0.34,24634.9,24616.4,0.15,-0.04,14.8,-3.7,5,1,0,16410933.33,0.5,24659.7,24.5,0.1,3,24572.9,-62.3,-0.25,46,Early,9.4,25.24,549.53,-1458.89,60,1,1,2025.11.19 15:25,0,81,60,27.33,2514.97,-24.89,0,797.46,75.33,1011.7,1652.69,47.71,0,367.86,AVOID,NORMAL,,PASS,1,2025.11.19 15:26,3.2666666666666666,81,100,2925.49,3767.48,130.88,0,871.05,99.05,2084.02,1649.72,159.65,0,261.91,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-22T23:52:51.568Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
