IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
1020,MT5_Backtest,1020,2025.11.10 02:53:01,2025-11-10,02:53:01,Monday,November,2025-11-09,18:53:01,Sunday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.76,25262.3,7,148.54,7,1021,1021,2025-11-09,20:19:00,Sunday,November,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,sell,out,25346.7,0,0,NAS100,Win,Long,85,2122,0.41,25256.8,25366.9,89,NAS100,100,203.44,3707.96,395.66,0,-203.71,84.45,695.76,-701.5,34.63,-10,-241.58,BULL,NORMAL,200,MANUAL,NAS100,83.67,80,45.24,753,-2762.15,0,-422.52,49.9,-1008.56,-784.4,2.89,0,67.92,UNKNOWN,UNKNOWN,460,148.54,2.06,84.4,87,86,5,0.41,25366.9,25256.8,1.05,-0.06,104.6,-5.5,61,2,0.59,17003.37,0.5,25390,43.3,0.17,45,25344.8,-1.9,-0.01,1,Early,-41.1,34.55,2954.95,1704.32,20,1,1,2025.11.10 02:53,0.016666666666666666,89,100,3657.23,317.62,203.29,0,-226.01,84.45,695.76,-701.5,34.63,-10,-241.58,BULL,NORMAL,,PASS,1,2025.11.10 04:16,3,78.33,100,2492.07,542.74,109.48,0,-170.55,83.92,400.11,-493.16,24.96,-20,-123.82,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.353Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1022,MT5_Backtest,1022,2025.11.10 04:19:01,2025-11-10,04:19:01,Monday,November,2025-11-09,20:19:01,Sunday,November,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.8,25346.2,7,-34.2,7,1023,1023,2025-11-09,20:31:00,Sunday,November,15-083,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,buy,out,25365.2,0,0,NAS100,Loss,Short,11,-488.5714285714286,-0.1,25365.9,25346.2,78.33,NAS100,80,-80.75,-2720.22,-3709.66,0,-923.1,17.09,-1058.1,-695.52,-44.63,0,-48.82,BEAR,NORMAL,460,MANUAL,NAS100,81,80,87.73,5498.56,-2282.12,0,-919.49,52.31,2084.84,12.71,18.79,0,-217.28,UNKNOWN,UNKNOWN,470,-34.2,-0.48,-19,13,12,5,-0.1,25346.2,25365.9,0,-0.2,0,-19.7,0,12,-0.13,0,0.5,25352,13.2,-0.05,2,25402.9,-37.7,0.15,48,Late,0,-35.23,-8218.77,-3142.94,0,1,1,2025.11.10 04:19,0.016666666666666666,78.33,80,-2623.26,-3560.5,-80.5,0,-880.48,17.09,-1058.1,-695.52,-44.63,0,-48.82,BEAR,NORMAL,,PASS,1,2025.11.10 04:29,2,81,80,-1689.44,-444.15,-92.22,0,20.66,25.57,-782.56,442.63,-54.96,-10,281.01,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.355Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1024,MT5_Backtest,1024,2025.11.10 04:31:01,2025-11-10,04:31:01,Monday,November,2025-11-09,20:31:01,Sunday,November,15-083,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.79,25364.2,7,9.31,7,1025,1025,2025-11-09,20:55:02,Sunday,November,15-084,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,sell,out,25369.4,0,0,NAS100,Win,Long,24,133,0.03,25352,25380.7,78.33,NAS100,100,60.69,3288.86,2728.42,0,498.74,96.53,1458.06,2189.63,42.08,-20,576,BULL,NORMAL,470,MANUAL,NAS100,70.33,80,-111.05,-4855.3,-2103.43,0,-483.32,15.52,706.02,-669.13,-8.94,-10,-535.94,UNKNOWN,UNKNOWN,460,9.31,0.13,5.2,25,24,5,0.03,25380.7,25352,0.17,-0.12,16.5,-12.2,20,2,0.04,272309.34,0.5,25417.7,48.3,0.19,41,25361.5,-7.9,-0.03,6,Early,43.1,81.01,8144.16,752.04,20,1,1,2025.11.10 04:31,0.016666666666666666,78.33,100,3525.22,3092.05,60.19,0,602.64,96.53,1458.06,2189.63,42.08,-20,576,BULL,NORMAL,,PASS,1,2025.11.10 04:50,5.033333333333333,83.67,100,5446,1150.49,140.26,0,141.06,99.18,854.79,-479.98,5.95,-10,-280.83,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.357Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1026,MT5_Backtest,1026,2025.11.10 04:55:03,2025-11-10,04:55:03,Monday,November,2025-11-09,20:55:03,Sunday,November,15-084,30-042,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.79,25369.4,7,-22.73,7,1027,1027,2025-11-09,21:01:00,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25382.1,0,0,NAS100,Loss,Short,5,-324.7142857142857,-0.06,25382.8,25366.2,86.33,NAS100,80,-43.65,-2272.82,-2452.96,0,-132.51,19.7,-2543.33,-519,-49.76,-10,155.51,BEAR,NORMAL,470,MANUAL,NAS100,67.67,60,-59.48,-1854.39,856.1,0,198.78,57.81,338.07,-948.57,11.03,10,-397.01,UNKNOWN,UNKNOWN,460,-22.73,-0.32,-12.7,7,5,5,-0.06,25366.2,25382.8,0.03,-0.13,3.2,-13.4,6,6,-0.09,0,0.5,25372.4,9.7,-0.04,1,25417.7,-35.6,0.14,35,Late,0,-38.12,-418.43,-2881.4,20,1,1,2025.11.10 04:55,0.05,86.33,80,-2272.82,-2452.96,-43.65,0,-132.51,19.7,-2543.33,-519,-49.76,-10,155.51,BEAR,NORMAL,,PASS,1,2025.11.10 04:59,2,91.67,80,-4248.4,-1835.77,-104.95,0,-195.65,16.58,-339.02,-441.79,-4.86,-10,-266.24,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.358Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1028,MT5_Backtest,1028,2025.11.10 05:01:01,2025-11-10,05:01:01,Monday,November,2025-11-09,21:01:01,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.79,25382.3,7,-9.85,7,1029,1029,2025-11-09,21:09:01,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,sell,out,25376.8,0,0,NAS100,Loss,Long,8,-140.7142857142857,-0.03,25372.4,25390,89,NAS100,80,1.06,1211.55,3634.72,0,925.31,90.51,952.07,3111.6,5.56,0,935.22,BULL,NORMAL,460,MANUAL,NAS100,59.67,60,-105.26,-3396.32,-838.76,0,-4.99,19.11,-631.29,-1045.24,-14.21,0,-257.13,UNKNOWN,UNKNOWN,460,-9.85,-0.14,-5.5,9,8,5,-0.03,25390,25372.4,0.08,-0.1,7.7,-9.9,3,1,-0.04,0,0.5,25417.7,40.9,0.16,27,25376.3,-0.5,0,1,Good,0,71.4,4607.87,1583.36,20,1,1,2025.11.10 05:01,0.016666666666666666,89,80,1146.03,3533.92,1.06,0,896.51,90.51,952.07,3111.6,5.56,0,935.22,BULL,NORMAL,,PASS,1,2025.11.10 05:01,8.016666666666667,89,80,1146.03,3533.92,1.06,0,896.51,90.51,952.07,3111.6,5.56,0,935.22,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.359Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1030,MT5_Backtest,1030,2025.11.10 05:09:01,2025-11-10,05:09:01,Monday,November,2025-11-09,21:09:01,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.79,25376.8,7,-16.83,7,1031,1031,2025-11-09,21:11:00,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25386.2,0,0,NAS100,Loss,Short,1,-240.4285714285714,-0.05,25388.4,25376.8,83.67,NAS100,60,-29.43,-1272.27,-3272.41,0,-460.38,17.42,-2394.84,455.99,-16.69,10,536.34,BEAR,NORMAL,460,MANUAL,NAS100,59.67,40,-96.5,-4564.95,7.86,0,314.49,38.74,-998.14,552.08,-15.65,0,331,UNKNOWN,UNKNOWN,470,-16.83,-0.24,-9.4,3,2,5,-0.05,25376.8,25388.4,0,-0.12,0,-11.6,0,1,-0.07,0,0.5,25378.8,7.4,-0.03,3,25417.7,-31.5,0.12,25,Late,0,-21.33,3292.68,-1396.7,20,1,1,2025.11.10 05:09,0.016666666666666666,83.67,60,-1272.27,-3272.41,-29.43,0,-460.38,17.42,-2394.84,455.99,-16.69,10,536.34,BEAR,NORMAL,,PASS,1,2025.11.10 05:09,2,83.67,60,-1272.27,-3272.41,-29.43,0,-460.38,17.42,-2394.84,455.99,-16.69,10,536.34,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.360Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1032,MT5_Backtest,1032,2025.11.10 05:11:01,2025-11-10,05:11:01,Monday,November,2025-11-09,21:11:01,Sunday,November,15-085,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.78,25386.2,7,13.53,7,1033,1033,2025-11-09,21:23:00,Sunday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,sell,out,25393.8,0,0,NAS100,Win,Long,11,193.28571428571428,0.04,25378.8,25402.9,81,NAS100,80,4.79,96.95,1475.52,0,836.84,85.92,-858.47,893.31,-65.12,0,315.79,BULL,NORMAL,470,MANUAL,NAS100,86.33,80,84.24,8708.85,-394.48,0,-597.36,52.37,912.52,-1000.11,9.6,-10,-331.67,UNKNOWN,UNKNOWN,470,13.53,0.19,7.6,13,12,5,0.04,25402.9,25378.8,0.17,-0.07,16.7,-7.4,8,3,0.05,187574.28,0.5,25417.7,23.9,0.09,13,25388.5,-5.3,-0.02,37,Early,16.3,33.54,-8611.91,-1770.98,0,1,1,2025.11.10 05:11,0.016666666666666666,81,80,96.95,1475.52,4.79,0,836.84,85.92,-858.47,893.31,-65.12,0,315.79,BULL,NORMAL,,PASS,1,2025.11.10 05:16,7,83.67,100,3056.07,1308.43,132.26,0,329.69,99.18,126.27,66.87,21.97,-10,26.12,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.362Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1034,MT5_Backtest,1034,2025.11.10 05:23:00,2025-11-10,05:23:00,Monday,November,2025-11-09,21:23:00,Sunday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.79,25393.8,7,-8.95,7,1035,1035,2025-11-09,21:24:00,Sunday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25398.8,0,0,NAS100,Loss,Short,1,-127.85714285714285,-0.03,25400.1,25393.8,86.33,NAS100,80,-65.97,-502.88,-474,0,441.16,33.36,-2449.38,-148.05,-51.33,0,277.86,BEAR,NORMAL,460,MANUAL,NAS100,83.67,80,60.45,7483.1,-852.97,0,-473.37,50.81,973.34,93.57,6.7,10,75.57,UNKNOWN,UNKNOWN,470,-8.95,-0.13,-5,2,1,5,-0.03,25393.8,25400.1,0,-0.06,0,-6.3,0,1,-0.04,0,0.5,25388.5,10.3,-0.04,36,25417.7,-18.9,0.07,12,Late,0,-17.45,-7985.98,-3422.71,0,1,1,2025.11.10 05:23,0,86.33,80,-502.88,-474,-65.97,0,441.16,33.36,-2449.38,-148.05,-51.33,0,277.86,BEAR,NORMAL,,PASS,1,2025.11.10 05:23,1,86.33,80,-502.88,-474,-65.97,0,441.16,33.36,-2449.38,-148.05,-51.33,0,277.86,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.363Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1036,MT5_Backtest,1036,2025.11.10 05:24:00,2025-11-10,05:24:00,Monday,November,2025-11-09,21:24:00,Sunday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.78,25398.8,7,-15.84,7,1037,1037,2025-11-09,22:19:00,Sunday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,sell,out,25389.9,0,0,NAS100,Loss,Long,55,-226.28571428571428,-0.04,25387.9,25417.7,83.67,NAS100,80,12.11,230.4,831.53,0,663.91,90.91,-1292.87,1779.24,-65.31,0,749.12,BULL,NORMAL,460,MANUAL,NAS100,75.67,80,67.05,2160.49,-2290.56,0,-717.97,50.81,530.29,-691.62,7.24,10,-253.55,UNKNOWN,UNKNOWN,470,-15.84,-0.22,-8.9,56,55,5,-0.04,25417.7,25387.9,0.19,-0.11,18.9,-10.9,12,55,-0.06,0,0.5,25409.2,19.3,0.08,48,25386.7,-3.2,-0.01,1,Late,0,40.1,-1930.09,-1823.16,0,1,1,2025.11.10 05:24,0,83.67,80,230.4,831.53,12.11,0,663.91,90.91,-1292.87,1779.24,-65.31,0,749.12,BULL,NORMAL,,PASS,1,2025.11.10 06:11,8,89,100,8283.85,449.99,117.92,0,-378.7,84.45,912.52,-1000.11,9.6,-10,-331.67,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.365Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1038,MT5_Backtest,1038,2025.11.10 06:19:00,2025-11-10,06:19:00,Monday,November,2025-11-09,22:19:00,Sunday,November,15-090,30-045,1h-023,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.78,25389.5,7,-57.49,7,1039,1039,2025-11-09,23:54:01,Sunday,November,15-096,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,buy,out,25421.8,0,0,NAS100,Loss,Short,95,-821.2857142857142,-0.16,25431.1,25389.5,94.33,NAS100,80,-135.35,-7335.56,-707.73,0,521.52,31.72,-1027.74,2127.79,-26.7,-10,642.63,BEAR,NORMAL,470,MANUAL,NAS100,78.33,60,-60.49,-1305.89,10.27,0,240.67,45.01,-1350.95,822.83,-65.59,10,447.7,UNKNOWN,UNKNOWN,410,-57.49,-0.81,-32.3,96,95,5,-0.16,25389.5,25431.1,0,-0.42,0,-41.6,0,70,-0.23,0,0.5,25399.6,22.2,-0.09,34,25422.6,-0.8,0,26,Good,0,-13.29,-6029.67,323.21,20,1,1,2025.11.10 06:19,0,94.33,80,-7250.11,-576.28,-135.35,0,559.08,31.72,-1027.74,2127.79,-26.7,-10,642.63,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.366Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1040,MT5_Backtest,1040,2025.11.10 07:54:01,2025-11-10,07:54:01,Monday,November,2025-11-09,23:54:01,Sunday,November,15-096,30-048,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.77,25421.8,7,-19.29,7,1041,1041,2025-11-10,00:01:00,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25410.9,0,0,NAS100,Loss,Long,6,-275.57142857142856,-0.05,25405.6,25421.8,75.67,NAS100,100,36.08,3592.92,4065.48,0,908.62,94.95,1586.2,2879,44.94,-20,775.92,BULL,NORMAL,460,MANUAL,NAS100,89,100,132.29,7853.69,86.56,0,-403.38,76.51,1301.73,-446.2,15.47,10,-205.39,UNKNOWN,UNKNOWN,410,-19.29,-0.27,-10.9,8,7,5,-0.05,25421.8,25405.6,0,-0.16,0,-16.2,0,7,-0.08,0,0.5,25431.6,20.7,0.08,49,25399.6,-11.3,-0.04,27,Late,0,18.44,-4260.78,284.47,0,1,1,2025.11.10 07:54,0.016666666666666666,75.67,100,3592.92,4065.48,36.08,0,908.62,94.95,1586.2,2879,44.94,-20,775.92,BULL,NORMAL,,PASS,1,2025.11.10 07:54,7,75.67,100,3592.92,4065.48,36.08,0,908.62,94.95,1586.2,2879,44.94,-20,775.92,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.368Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1042,MT5_Backtest,1042,2025.11.10 08:01:00,2025-11-10,08:01:00,Monday,November,2025-11-10,00:01:00,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.76,25411.6,7,-13.9,7,1043,1043,2025-11-10,00:06:01,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,25419.5,0,0,NAS100,Loss,Short,5,-198.57142857142858,-0.04,25424,25409,78.33,NAS100,80,-67.17,-1047.23,-1412.95,0,-160.32,17.9,-758.51,766.62,-31.29,10,363.3,BEAR,NORMAL,420,MANUAL,NAS100,86.33,80,-68.84,-4156.89,-3395.23,0,-114.5,18.19,-2394.27,-1638.52,-23.92,10,-242.56,UNKNOWN,UNKNOWN,410,-13.9,-0.2,-7.9,6,5,5,-0.04,25409,25424,0.03,-0.12,2.6,-12.4,2,5,-0.05,0,0.5,25399.6,19.9,-0.08,22,25433.6,-14.1,0.06,45,Late,0,-0.29,3109.66,1635.76,0,1,1,2025.11.10 08:01,0,78.33,80,-1212.57,-1667.31,-66.92,0,-233,17.9,-758.51,766.62,-31.29,10,363.3,BEAR,NORMAL,,PASS,1,2025.11.10 08:01,5.016666666666667,78.33,80,-1212.57,-1667.31,-66.92,0,-233,17.9,-758.51,766.62,-31.29,10,363.3,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.369Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1044,MT5_Backtest,1044,2025.11.10 08:06:02,2025-11-10,08:06:02,Monday,November,2025-11-10,00:06:02,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.76,25419.2,7,-14.26,7,1045,1045,2025-11-10,00:10:01,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25411.1,0,0,NAS100,Loss,Long,3,-203.7142857142857,-0.04,25410.1,25421.1,81,NAS100,100,48.29,1991.29,2788.25,0,578.77,95.94,1847.79,2373.13,55.35,-10,531.61,BULL,NORMAL,410,MANUAL,NAS100,89,60,-66.52,-8070.12,652.49,0,809.21,58.46,-2095.87,900.68,-28,0,340.21,UNKNOWN,UNKNOWN,420,-14.26,-0.2,-8.1,5,4,5,-0.04,25421.1,25410.1,0.02,-0.09,1.9,-9.1,1,4,-0.06,0,0.5,25433.6,22.5,0.09,41,25399.6,-11.5,-0.05,18,Late,0,37.48,10061.41,3943.67,40,1,1,2025.11.10 08:06,0.03333333333333333,81,100,2037.97,2860.06,48.19,0,599.29,95.94,1847.79,2373.13,55.35,-10,531.61,BULL,NORMAL,,PASS,1,2025.11.10 08:06,4.016666666666667,81,100,2037.97,2860.06,48.19,0,599.29,95.94,1847.79,2373.13,55.35,-10,531.61,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.371Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1046,MT5_Backtest,1046,2025.11.10 08:10:01,2025-11-10,08:10:01,Monday,November,2025-11-10,00:10:01,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.75,25409.8,7,-16.63,7,1047,1047,2025-11-10,00:13:00,Monday,November,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,25419.3,0,0,NAS100,Loss,Short,2,-237.57142857142856,-0.05,25422.3,25409.8,78.33,NAS100,60,-19.61,-676,-4682.19,0,-1347.36,17.78,-1253.49,-2760.99,-19.46,10,-695.97,BEAR,NORMAL,420,MANUAL,NAS100,83.67,60,-48.08,-5535.05,1097.58,0,292.41,59.3,600.68,1109,3.93,0,115.43,UNKNOWN,UNKNOWN,410,-16.63,-0.24,-9.5,4,3,5,-0.05,25409.8,25422.3,0,-0.13,0,-12.5,0,3,-0.07,0,0.5,25396.6,22.7,-0.09,49,25433.6,-14.3,0.06,38,Late,0,-41.52,4859.06,-1854.17,0,1,1,2025.11.10 08:10,0.016666666666666666,78.33,60,-402.87,-4262,-18.96,0,-1227.31,17.78,-1253.49,-2760.99,-19.46,10,-695.97,BEAR,NORMAL,,PASS,1,2025.11.10 08:10,3,78.33,60,-402.87,-4262,-18.96,0,-1227.31,17.78,-1253.49,-2760.99,-19.46,10,-695.97,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.373Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
